Gene Start (bp)	Gene End (bp)	Chromosome Name	Associated Gene Name
176554085	176923815	4	GPM6A
27851114	27874375	2	GPN1
27202624	27216788	1	GPN2
110890289	110907073	12	GPN3
207040040	207082771	2	GPR1
132815705	132902448	9	GPR107
132815705	132902448	HG1502_PATCH	GPR107
27329341	27334922	13	GPR12
64037534	64056972	11	GPR137
236305832	236385165	1	GPR137B
9693386	9754337	X	GPR143
175296966	175351822	2	GPR155
169755717	169803191	3	GPR160
128403439	128410213	2	GPR17
95254157	95286899	13	GPR180
57388230	57390468	12	GPR182
99946784	99959659	13	GPR183
71803201	71805647	3	GPR27
27719148	27722318	1	GPR3
41548226	41556526	X	GPR34
133174147	133404132	2	GPR39
46093022	46105466	19	GPR4
88471468	88478419	14	GPR65
145764411	145827103	1	GPR89A
146294375	146357063	HG1287_PATCH	GPR89A
147400506	147465753	1	GPR89B
148614808	148679936	HG1287_PATCH	GPR89B
101906294	101914011	X	GPRASP1
13043716	13070871	12	GPRC5A
19868616	19897489	16	GPRC5B
13093709	13105081	12	GPRC5D
80008567	80015346	17	GPS1
7214643	7218883	17	GPS2
109417972	109477167	1	GPSM2
145728356	145732557	8	GPT
49394609	49396033	3	GPX1
54455946	54462899	5	GPX8
35485688	35517375	19	GRAMD1A
113547029	113666021	3	GRAMD1C
72452148	72490126	15	GRAMD2
18923986	18950950	17	GRAP
19030782	19062489	17	GRAPL
52400724	52409673	12	GRASP
50657760	50861159	7	GRB10
73314157	73401790	17	GRB2
37894180	37903544	17	GRB7
10085341	10142411	2	GRHL1
102504660	102681954	8	GRHL2
37422663	37436987	9	GRHPR
37261128	37499730	1	GRIK3
140032842	140063207	9	GRIN1
145072253	145075585	HG104_HG975_PATCH	GRINA
145064226	145067583	8	GRINA
66741211	67197966	12	GRIP1
48830134	48858675	X	GRIPAP1
120967101	121215131	10	GRK5
176830205	176869902	5	GRK6
42422614	42430470	17	GRN
7060633	7069924	4	GRPEL1
148724993	148734146	5	GRPEL2
71681499	71705662	4	GRSF1
113978505	114018446	13	GRTP1
38060848	38076107	17	GSDMB
42734338	42746777	19	GSK3A
119540170	119813264	3	GSK3B
11961985	12009939	16	GSPT1
51486481	51489324	X	GSPT2
51486385	51489228	HG1433_PATCH	GSPT2
30535583	30585443	8	GSR
33516236	33543620	20	GSS
52842751	52860176	6	GSTA4
106629935	106768885	4	GSTCD
110210644	110252171	1	GSTM2
110198703	110208118	1	GSTM4
105995114	106027217	10	GSTO1
106028631	106064703	10	GSTO2
67351066	67354131	11	GSTP1
81641796	81687721	14	GTF2A1
59930261	59949740	15	GTF2A2
89318615	89357627	1	GTF2B
120461484	120501916	3	GTF2E1
30435835	30515768	8	GTF2E2
6379580	6393992	19	GTF2F1
45694650	45858237	13	GTF2F2
18343842	18388591	11	GTF2H1
70330784	70363516	5	GTF2H2
68855801	68888468	HSCHR5_1_CTG1	GTF2H2
68856035	68890550	5	GTF2H2C
124118375	124147153	12	GTF2H3
30866676	30872598	HSCHR6_MHC_DBB	GTF2H4
30865549	30871471	HSCHR6_MHC_QBL	GTF2H4
30920643	30926565	HSCHR6_MHC_MANN	GTF2H4
30954519	30960441	HSCHR6_MHC_MCF	GTF2H4
30875961	30881883	6	GTF2H4
30865832	30871754	HSCHR6_MHC_COX	GTF2H4
158589384	158620376	6	GTF2H5
5001	35998	LRG_469	LRG_469
74071994	74175026	7	GTF2I
74602783	74653438	7	GTF2IP1
73868120	74016931	7	GTF2IRD1
73918747	74067561	HG1257_PATCH	GTF2IRD1
66274980	66309813	7	GTF2IRD1P1
74210483	74267847	7	GTF2IRD2
74508364	74565623	7	GTF2IRD2B
27998681	28009958	13	GTF3A
27470876	27561234	16	GTF3C1
27548716	27579868	2	GTF3C2
197627756	197664449	2	GTF3C3
135545422	135570342	9	GTF3C4
135906076	135933890	9	GTF3C5
111279763	111289093	6	GTF3C6
39101728	39134304	22	GTPBP1
43573053	43596899	6	GTPBP2
1034338	1065876	10	GTPBP4
220025	230886	X	GTPBP6
24936406	24951903	22	GUCD1
156587863	156653501	4	GUCY1A3
156680144	156728743	4	GUCY1B3
14765576	14849519	12	GUCY2C
228327663	228336685	1	GUK1
189156396	189460653	2	GULP1
23980674	24059543	22	GUSBP11
45943172	45950647	11	GYLTL1B
127413509	127454246	2	GYPC
49471382	49496567	19	GYS1
23342787	23353700	20	GZF1
54398476	54406080	5	GZMA
25075686	25078905	14	GZMH
2016406	2022700	11	H19
44866390	44887682	7	H2AFV
100869243	100871545	4	H2AFZ
73772515	73781974	17	H3F3B
31944123	31945175	12	H3F3C
99212483	99253618	9	HABP4
105175968	105307794	6	HACE1
15602211	15643338	3	HACL1
108910870	108956331	4	HADH
26413504	26467594	2	HADHA
26466038	26513336	2	HADHB
1845621	1877195	16	HAGH
776936	785525	16	HAGHL
89420519	89438857	15	HAPLN3
46624411	46639459	11	HARBI1
140052758	140071609	5	HARS
140071011	140078889	5	HARS2
69139467	69152622	16	HAS3
43684298	43708299	18	HAUS1
42841008	42862192	15	HAUS2
2229191	2243891	4	HAUS3
19053141	19103117	9	HAUS6
152713124	152760978	X	HAUS7
152616138	152663992	HG1497_PATCH	HAUS7
17160539	17186435	19	HAUS8
226679	227521	16	HBA1
222846	223709	16	HBA2
139712428	139726216	5	HBEGF
106809406	106842974	7	HBP1
135281516	135424194	6	HBS1L
123185840	123187890	12	HCAR2
123199303	123201439	12	HCAR3
153213004	153237258	X	HCFC1
153116021	153140275	HG1497_PATCH	HCFC1
3072621	3074287	16	HCFC1R1
104458235	104498639	12	HCFC2
121350246	121379774	3	HCLS1
155262778	155275043	HSCHR1_2_CTG31	HCN3
155247374	155259639	1	HCN3
31368479	31445283	6	HCP5
31508507	31509970	HSCHR6_MHC_MCF	HCP5
31418402	31421036	HSCHR6_MHC_COX	HCP5
31420864	31423498	HSCHR6_MHC_SSTO	HCP5
13521224	13547916	3	HDAC11
114254192	114332472	6	HDAC2
141000443	141016437	5	HDAC3
239969864	240323348	2	HDAC4
48176505	48226915	12	HDAC7
50534144	50558223	15	HDC
125541108	125623282	6	HDDC2
156711899	156736717	1	HDGF
6966961	7066231	X	HDHD1
44633774	44676891	18	HDHD2
116135699	116139279	9	HDHD3
242166679	242256476	2	HDLBP
83572882	83757487	X	HDX
50099852	50140298	16	HEATR3
73945189	74025651	14	HEATR4
31760994	31889788	14	HEATR5A
58120555	58156292	17	HEATR6
13127798	13153207	12	HEBP1
31569318	31677010	14	HECTD1
45468212	45477001	1	HECTD3
112597992	112819896	12	HECTD4
84328496	84377009	4	HELQ
65066554	65242105	17	HELZ
62189439	62205592	20	HELZ2
124789146	124790573	11	HEPN1
28356186	28567298	15	HERC2
28356186	28567298	HSCHR15_1_CTG4	HERC2
69681665	69835105	10	HERC4
35672269	35735181	7	HERPUD2
72635775	72668817	15	HEXA
80376194	80400521	17	HEXDC
43224684	43229468	17	HEXIM1
126068810	126082415	6	HEY2
79650356	79670168	17	HGS
42995556	43057998	8	HGSNAT
94447945	94455403	10	HHEX
100111447	100146906	14	HHIPL1
133073733	133123406	8	HHLA1
100503653	100548933	1	HIAT1
97136833	97223324	9	HIATL1
27565061	27702614	7	HIBADH
1957448	1962981	17	HIC1
21771693	21805752	22	HIC2
72946838	72969261	17	HID1
102288829	102319755	10	HIF1AN
46800303	46846690	19	HIF3A
175815748	175816772	5	HIGD2A
128095903	128098472	7	HILPDA
118992297	119006752	11	HINFP
130494720	130507428	5	HINT1
35812957	35815351	9	HINT2
123319000	123347507	12	HIP1R
114471814	114520426	1	HIPK1
139246316	139477577	7	HIPK2
19318221	19435224	22	HIRA
19318211	19435214	HG329_PATCH	HIRA
30003645	30007757	16	HIRIP3
26055968	26056699	6	HIST1H1C
26124373	26139344	6	HIST1H2AC
26199079	26199471	6	HIST1H2AD
26217165	26217711	6	HIST1H2AE
27782112	27782607	6	HIST1H2AJ
26183958	26184454	6	HIST1H2BE
26216428	26216872	6	HIST1H2BG
27093676	27100541	6	HIST1H2BJ
27106073	27114619	6	HIST1H2BK
27806323	27823487	6	HIST1H2BN
26197068	26199521	6	HIST1H3D
27777842	27778314	6	HIST1H3H
26281283	26285762	6	HIST1H4H
27791884	27792257	6	HIST1H4J
27798952	27799305	6	HIST1H4K
149813505	149814478	1	HIST2H2AA3
149858525	149858961	1	HIST2H2AC
150573390	150573826	HG1287_PATCH	HIST2H2AC
149856010	149858232	1	HIST2H2BE
150570875	150573097	HG1287_PATCH	HIST2H2BE
149754245	149783928	1	HIST2H2BF
150469104	150498788	HG1287_PATCH	HIST2H2BF
149811110	149812765	1	HIST2H3C
150525953	150527608	HG1287_PATCH	HIST2H3C
149804221	149811339	1	HIST2H4A
228645065	228645560	1	HIST3H2A
228645808	228646259	1	HIST3H2BB
12008995	12165232	6	HIVEP1
143072604	143266338	6	HIVEP2
41972036	42501596	1	HIVEP3
71029740	71161638	10	HK1
5001	136883	LRG_365	LRG_365
75061108	75120486	2	HK2
37803739	37860267	19	HKR1
32845119	32867240	HSCHR6_MHC_QBL	HLA-DMA
32894331	32898843	HSCHR6_MHC_DBB	HLA-DMA
32899979	32904491	HSCHR6_MHC_APD	HLA-DMA
33006288	33028403	HSCHR6_MHC_SSTO	HLA-DMA
32838712	32860827	HSCHR6_MHC_COX	HLA-DMA
33070204	33092323	HSCHR6_MHC_MANN	HLA-DMA
32916390	32936871	6	HLA-DMA
32949846	32971961	HSCHR6_MHC_MCF	HLA-DMA
32831136	32849631	HSCHR6_MHC_QBL	HLA-DMB
32880346	32898843	HSCHR6_MHC_DBB	HLA-DMB
32885993	32904491	HSCHR6_MHC_APD	HLA-DMB
32992302	33010800	HSCHR6_MHC_SSTO	HLA-DMB
32824726	32843224	HSCHR6_MHC_COX	HLA-DMB
33056220	33074714	HSCHR6_MHC_MANN	HLA-DMB
32902406	32908847	6	HLA-DMB
32935860	32954358	HSCHR6_MHC_MCF	HLA-DMB
33005421	33010855	HSCHR6_MHC_MCF	HLA-DOA
32900651	32906085	HSCHR6_MHC_QBL	HLA-DOA
32949907	32955340	HSCHR6_MHC_DBB	HLA-DOA
33111813	33117246	HSCHR6_MHC_SSTO	HLA-DOA
32894248	32899682	HSCHR6_MHC_COX	HLA-DOA
33125750	33131183	HSCHR6_MHC_MANN	HLA-DOA
32971955	32977389	6	HLA-DOA
33065822	33082016	HSCHR6_MHC_MCF	HLA-DPA1
32954322	32970527	HSCHR6_MHC_COX	HLA-DPA1
32961400	32977612	HSCHR6_MHC_QBL	HLA-DPA1
33010288	33026494	HSCHR6_MHC_DBB	HLA-DPA1
33015768	33031962	HSCHR6_MHC_APD	HLA-DPA1
33171992	33188198	HSCHR6_MHC_SSTO	HLA-DPA1
33186489	33202701	HSCHR6_MHC_MANN	HLA-DPA1
33032346	33048552	6	HLA-DPA1
33077161	33088426	HSCHR6_MHC_MCF	HLA-DPB1
32965679	32976889	HSCHR6_MHC_COX	HLA-DPB1
32972757	32984034	HSCHR6_MHC_QBL	HLA-DPB1
33021645	33032912	HSCHR6_MHC_DBB	HLA-DPB1
33027107	33038372	HSCHR6_MHC_APD	HLA-DPB1
33183349	33194624	HSCHR6_MHC_SSTO	HLA-DPB1
33197846	33209127	HSCHR6_MHC_MANN	HLA-DPB1
33043703	33054978	6	HLA-DPB1
32538584	32544863	HSCHR6_MHC_QBL	HLA-DQA1
32697728	32726026	HSCHR6_MHC_SSTO	HLA-DQA1
32748724	32771089	HSCHR6_MHC_MANN	HLA-DQA1
32595956	32614839	6	HLA-DQA1
32574291	32596644	HSCHR6_MHC_DBB	HLA-DQA1
32631439	32652184	HSCHR6_MHC_MCF	HLA-DQA1
32637805	32643664	HSCHR6_MHC_QBL	HLA-DQA2
32688301	32694153	HSCHR6_MHC_DBB	HLA-DQA2
32694039	32700103	HSCHR6_MHC_APD	HLA-DQA2
32799929	32805799	HSCHR6_MHC_SSTO	HLA-DQA2
32632816	32638891	HSCHR6_MHC_COX	HLA-DQA2
32862880	32868441	HSCHR6_MHC_MANN	HLA-DQA2
32709119	32714992	6	HLA-DQA2
32742904	32748772	HSCHR6_MHC_MCF	HLA-DQA2
32555534	32563145	HSCHR6_MHC_QBL	HLA-DQB1
32602484	32612425	HSCHR6_MHC_DBB	HLA-DQB1
32715138	32722385	HSCHR6_MHC_SSTO	HLA-DQB1
32550273	32557884	HSCHR6_MHC_COX	HLA-DQB1
32779140	32788434	HSCHR6_MHC_MANN	HLA-DQB1
32627244	32636160	6	HLA-DQB1
32658022	32667070	HSCHR6_MHC_MCF	HLA-DQB1
32652598	32660056	HSCHR6_MHC_QBL	HLA-DQB2
32703042	32710500	HSCHR6_MHC_DBB	HLA-DQB2
32708756	32716212	HSCHR6_MHC_APD	HLA-DQB2
32814683	32822138	HSCHR6_MHC_SSTO	HLA-DQB2
32647573	32655029	HSCHR6_MHC_COX	HLA-DQB2
32877673	32885131	HSCHR6_MHC_MANN	HLA-DQB2
32723875	32731311	6	HLA-DQB2
32757661	32765119	HSCHR6_MHC_MCF	HLA-DQB2
32365090	32370300	HSCHR6_MHC_QBL	HLA-DRA
32413425	32418635	HSCHR6_MHC_SSTO	HLA-DRA
32355870	32361037	HSCHR6_MHC_COX	HLA-DRA
32446282	32451493	HSCHR6_MHC_MANN	HLA-DRA
32446282	32451493	HSCHR6_MHC_MANN	HLA-DRA
32446282	32451493	HSCHR6_MHC_MANN	HLA-DRA
32407619	32412823	6	HLA-DRA
32382335	32387545	HSCHR6_MHC_DBB	HLA-DRA
32482996	32488206	HSCHR6_MHC_MCF	HLA-DRA
32481203	32511820	HSCHR6_MHC_QBL	HLA-DRB1
32637568	32670792	HSCHR6_MHC_SSTO	HLA-DRB1
32475947	32506554	HSCHR6_MHC_COX	HLA-DRB1
32691166	32725266	HSCHR6_MHC_MANN	HLA-DRB1
32546546	32557625	6	HLA-DRB1
32516731	32550833	HSCHR6_MHC_DBB	HLA-DRB1
32485120	32498064	6	HLA-DRB5
32520490	32527799	6	HLA-DRB6
29791932	29796106	HSCHR6_MHC_QBL	HLA-G
29791968	29796126	HSCHR6_MHC_DBB	HLA-G
29791677	29795834	HSCHR6_MHC_MANN	HLA-G
29794744	29798902	6	HLA-G
29791438	29795610	HSCHR6_MHC_SSTO	HLA-G
29791626	29795784	HSCHR6_MHC_MCF	HLA-G
29788431	29792600	HSCHR6_MHC_COX	HLA-G
30272044	30305476	HSCHR6_MHC_MANN	HLA-L
30216878	30250298	HSCHR6_MHC_QBL	HLA-L
30227361	30260791	6	HLA-L
30217253	30250602	HSCHR6_MHC_COX	HLA-L
30217641	30251055	HSCHR6_MHC_DBB	HLA-L
30216504	30249916	HSCHR6_MHC_SSTO	HLA-L
38123189	38362536	21	HLCS
53342373	53402426	17	HLF
221051699	221058401	1	HLX
28747911	28922281	8	HMBOX1
118955576	118964259	11	HMBS
118955575	118964258	HG299_PATCH	HMBS
128997671	129025029	3	HMCES
185703683	186160085	1	HMCN1
77712754	77777949	15	HMG20A
3572775	3579086	19	HMG20B
34204650	34214008	6	HMGA1
31032884	31191734	13	HMGB1
174252846	174256276	4	HMGB2
150148982	150159248	X	HMGB3
150062231	150072497	HG1459_PATCH	HMGB3
24128375	24165110	1	HMGCL
55299167	55444012	6	HMGCLL1
74632154	74657929	5	HMGCR
43289497	43313614	5	HMGCS1
40714241	40721573	21	HMGN1
162887209	162918947	5	HMMR
4524691	4560348	16	HMOX2
73131343	73164376	17	HN1
1728257	1752281	16	HN1L
137087075	137090039	5	HNRNPA0
54673977	54680872	12	HNRNPA1
53191605	53217919	13	HNRNPA1L2
26229547	26241149	7	HNRNPA2B1
177631508	177638164	5	HNRNPAB
83273651	83295656	4	HNRNPD
83343717	83351294	4	HNRNPDL
43881065	43904614	10	HNRNPF
179041179	179061785	5	HNRNPH1
100663283	100669121	X	HNRNPH2
100663283	100669121	HG1439_PATCH	HNRNPH2
8509651	8553998	19	HNRNPM
23630264	23670829	1	HNRNPR
245003940	245018799	1	HNRNPU-AS1
41768401	41813503	19	HNRNPUL1
62480102	62494821	11	HNRNPUL2
83509838	83654661	15	HOMER2
23741666	23768656	14	HOMEZ
60280458	60342050	1	HOOK1
42752075	42885682	8	HOOK3
27210210	27219880	7	HOXA10
27139721	27142430	7	HOXA2
27145803	27192200	7	HOXA3
27168126	27170418	7	HOXA4
27180671	27183287	7	HOXA5
27185015	27190222	7	HOXA6
27193335	27197555	7	HOXA7
27202054	27210117	7	HOXA9
46618256	46623441	17	HOXB2
46626232	46682274	17	HOXB3
46652875	46657473	17	HOXB4
46668619	46671323	17	HOXB5
46671639	46682354	17	HOXB6
46684594	46710934	17	HOXB7
46688739	46692478	17	HOXB8
46698518	46703839	17	HOXB9
54378849	54384063	12	HOXC10
54366910	54371427	12	HOXC11
54332535	54340328	12	HOXC13
54410715	54449813	12	HOXC4
54426637	54429142	12	HOXC5
54384408	54424607	12	HOXC6
54388679	54397121	12	HOXC9
176973518	176984670	2	HOXD10
10001	13179	LRG_246	LRG_246
177001340	177037830	2	HOXD3
177015950	177017954	2	HOXD4
176987088	176989853	2	HOXD9
10443015	10567743	2	HPCAL1
35531410	35557475	19	HPN
133594183	133654543	X	HPRT1
26839389	26879803	22	HPS4
18300223	18343745	11	HPS5
103825147	103827792	10	HPS6
100218875	100995619	10	HPSE2
532242	537287	11	HRAS
49654455	49658681	19	HRC
11178779	11305243	3	HRH1
99114572	99129469	8	HRSP12
87380331	87602334	1	HS2ST1
11394774	11431389	4	HS3ST1
13399006	13505244	17	HS3ST3A1
14204400	14252721	17	HS3ST3B1
77724561	77730822	18	HSBP1L1
29138019	29153503	22	HSCB
162760492	162782607	1	HSD17B7
38645305	38667433	10	HSD17B7P2
30996519	31000473	16	HSD3B7
84155886	84178797	16	HSDL1
115142217	115234690	9	HSDL2
145346494	145369625	HG243_PATCH	HSF1
145515280	145538385	8	HSF1
118430705	118502086	HG311_PATCH	HSPA12A
118430703	118502085	10	HSPA12A
3713314	3733758	20	HSPA12B
14880163	14913740	10	HSPA14
31770617	31773099	HSCHR6_MHC_COX	HSPA1A
31794605	31797087	HSCHR6_MHC_APD	HSPA1A
31783291	31785723	6	HSPA1A
31773491	31775973	HSCHR6_MHC_QBL	HSPA1A
31765431	31767913	HSCHR6_MHC_DBB	HSPA1A
31782890	31785413	HSCHR6_MHC_COX	HSPA1B
31806879	31809393	HSCHR6_MHC_APD	HSPA1B
31795512	31798031	6	HSPA1B
31785766	31788290	HSCHR6_MHC_QBL	HSPA1B
31777702	31780222	HSCHR6_MHC_DBB	HSPA1B
31764773	31770218	HSCHR6_MHC_COX	HSPA1L
31788760	31794206	HSCHR6_MHC_APD	HSPA1L
31777396	31783437	6	HSPA1L
31767647	31773092	HSCHR6_MHC_QBL	HSPA1L
31759586	31765032	HSCHR6_MHC_DBB	HSPA1L
122928197	122933938	11	HSPA8
137890571	137911133	5	HSPA9
54382247	54411602	1	HSPB11
55773599	55791749	19	HSPBP1
198351305	198381461	2	HSPD1
198364718	198368181	2	HSPE1
22148738	22263790	1	HSPG2
31710762	31736525	13	HSPH1
135579238	135594505	X	HTATSF1
13152812	13155768	12	HTR7P1
74756504	74760472	2	HTRA2
8271492	8308838	4	HTRA3
47735328	48019178	7	HUS1
655939	656963	6	HUS1B
50355222	50360338	HG325_PATCH	HYAL2
50355221	50360337	3	HYAL2
125753509	125770543	11	HYLS1
118914898	118927912	HG299_PATCH	HYOU1
118914900	118927913	11	HYOU1
44088340	44095241	15	HYPK
9613787	9636672	2	IAH1
220267444	220321380	1	IARS2
8152814	8302317	7	ICA1
62079954	62097994	17	ICAM2
10444452	10450499	19	ICAM3
10400657	10407454	19	ICAM5
52866077	52926600	6	ICK
6281253	6296032	1	ICMT
73008765	73017356	17	ICT1
30193086	30194318	20	ID1
23884409	23886285	1	ID3
94211441	94333833	10	IDE
209100951	209130798	2	IDH1
78423840	78464291	15	IDH3A
2639041	2644865	20	IDH3B
1085848	1095110	10	IDI1
13261229	13265722	19	IER2
30701238	30702593	HSCHR6_MHC_DBB	IER3
30700508	30701863	HSCHR6_MHC_QBL	IER3
30755673	30757028	HSCHR6_MHC_MANN	IER3
30702435	30703790	HSCHR6_MHC_SSTO	IER3
30710976	30712331	6	IER3
30700841	30702196	HSCHR6_MHC_COX	IER3
44681413	44702745	18	IER3IP1
181057638	181059977	1	IER5
131937835	131940540	9	IER5L
19230775	19283180	1	IFFO2
158969758	159024945	1	IFI16
94571182	94583033	14	IFI27
18283972	18288927	19	IFI30
41158742	41166473	17	IFI35
79115481	79129763	1	IFI44
27992572	27998729	1	IFI6
91061712	91069033	10	IFIT2
91087651	91100728	10	IFIT3
313506	315272	11	IFITM1
319669	327537	11	IFITM3
34696734	34732168	21	IFNAR1
137518621	137540586	6	IFNGR1
5001	26947	LRG_66	LRG_66
50325163	50330349	3	IFRD2
50325164	50330027	HG325_PATCH	IFRD2
129158968	129239198	3	IFT122
26655352	26662515	17	IFT20
26655352	26662515	HG883_PATCH	IFT20
76368479	76550928	14	IFT43
118415243	118443685	11	IFT46
118415243	118443685	HG122_PATCH	IFT46
26947037	27062928	9	IFT74
110562140	110656602	12	IFT81
21140585	21265503	13	IFT88
102789645	102874423	12	IGF1
99192200	99507759	15	IGF1R
2150342	2170833	11	IGF2
2161731	2169894	11	IGF2-AS
185361527	185542844	3	IGF2BP2
160390131	160534539	6	IGF2R
53491220	53496129	12	IGFBP6
36230058	36233354	19	IGFLR1
68671310	68708070	11	IGHMBP2
5001	41751	LRG_250	LRG_250
139505521	139508391	5	IGIP
71521258	71547534	4	IGJ
18725852	18747777	11	IGSF22
160061130	160068733	1	IGSF8
159896829	159915386	1	IGSF9
133778459	133826880	11	IGSF9B
140026643	140042064	5	IK
42128820	42189973	8	IKBKB
206643791	206670223	1	IKBKE
206534037	206560450	HG1293_PATCH	IKBKE
213864429	214017151	2	IKZF2
56401443	56432219	12	IKZF4
124750322	124768333	10	IKZF5
117857063	117872196	11	IL10RA
5001	20093	LRG_151	LRG_151
34638663	34669539	21	IL10RB
5001	35849	LRG_152	LRG_152
67773047	67862583	1	IL12RB2
21276266	21297237	13	IL17D
53880607	53899827	3	IL17RB
9958758	9975314	3	IL17RC
9944296	9958086	3	IL17RE
71709587	71716761	11	IL18BP
113587328	113594480	2	IL1B
102927962	102968497	2	IL1RL1
207070788	207077484	1	IL24
6052652	6104288	10	IL2RA
4940	56616	LRG_73	LRG_73
70327254	70331958	X	IL2RG
4923	9150	LRG_150	LRG_150
27324989	27376099	16	IL4R
153634512	153643524	1	ILF2
10764937	10803093	19	ILF3
6624961	6632102	11	ILK
5001	12138	LRG_444	LRG_444
239079042	239112370	2	ILKAP
31453948	31531192	11	IMMP1L
86371055	86422893	2	IMMT
75931426	75941047	15	IMP3
22006580	22033499	18	IMPACT
57870492	57906403	8	IMPAD1
49061758	49066841	3	IMPDH2
61891445	61920635	11	INCENP
111365083	111373421	13	ING1
184426147	184432249	4	ING2
6759446	6772314	12	ING4
242641450	242668893	2	ING5
220433884	220440435	2	INHA
121103719	121109384	2	INHBB
30737601	30797218	7	INMT
41271078	41408552	15	INO80
74682150	74688011	2	INO80B
33032194	33077955	18	INO80C
206858445	206951027	2	INO80D
134351324	134596979	10	INPP5A
139323071	139334274	9	INPP5E
121485609	121588652	10	INPP5F
1397865	1420182	17	INPP5K
71934745	71950149	11	INPPL1
2153768	2182439	11	INS-IGF2
155089486	155101945	7	INSIG1
1509913	1545489	7	INTS1
19674651	19709594	8	INTS10
106603784	106817143	4	INTS12
59942731	60005377	17	INTS2
77589766	77705724	11	INTS4
62414320	62420774	11	INTS5
51928213	52028400	13	INTS6
28625178	28747759	8	INTS9
49761727	49823975	3	IP6K1
48725436	48777786	3	IP6K2
59951278	60027694	10	IPMK
61699799	61924409	5	IPO11
44412611	44433694	1	IPO13
24649425	24658170	14	IPO4
98605912	98676551	13	IPO5
9406169	9469673	11	IPO7
201798269	201853422	1	IPO9
46159996	46216322	1	IPP
95375466	95432547	9	IPPK
2598632	2654368	7	IQCE
19727778	19868907	16	IQCK
75699074	76003957	5	IQGAP2
156495197	156542396	1	IQGAP3
116765	228460	HG858_PATCH	IQSEC3
120780	232475	HSCHR12_1_CTG1	IQSEC3
175931	287626	12	IQSEC3
66582659	66648402	12	IRAK3
78729773	78793798	15	IREB2
391739	411447	6	IRF4
128577666	128590089	7	IRF5
209959036	209979465	1	IRF6
612553	615999	11	IRF7
24630262	24635774	14	IRF9
3596168	3601517	5	IRX1
2745959	2752969	5	IRX2
54317216	54320675	16	IRX3
1877541	1887350	5	IRX4
54964774	54968397	16	IRX5
88879461	88897676	9	ISCA1
74960423	74963809	14	ISCA2
108956358	108963160	12	ISCU
948803	949920	1	ISG15
156691683	156698591	1	ISG20L2
74466012	74469213	15	ISLR
13202418	13281298	20	ISM1
55964352	55973710	19	ISOC2
71879899	71962913	16	IST1
128846258	128880136	3	ISY1
32951041	33099198	20	ITCH
5001	153136	LRG_354	LRG_354
47188298	47498060	16	ITFG1
2921788	2968957	12	ITFG2
284545	319942	16	ITFG3
52083730	52255040	5	ITGA1
48133332	48167845	17	ITGA3
182321929	182400914	2	ITGA4
30483979	30534506	16	ITGAL
31366455	31394318	16	ITGAX
33189247	33294720	10	ITGB1
9543604	9563676	2	ITGB1BP1
73717408	73753899	17	ITGB4
124480795	124620265	3	ITGB5
160956177	161128399	2	ITGB6
102104966	102375456	13	ITGBL1
93403259	93582665	14	ITPK1
226819391	226927024	1	ITPKB
41223008	41246765	19	ITPKC
33588142	33664351	6	ITPR3
106071894	106098162	10	ITPRIP
35014706	35272165	21	ITSN1
24425733	24583583	2	ITSN2
128193783	128284462	2	IWS1
2096380	2099592	19	IZUMO4
129730779	129796379	4	JADE1
10618332	10654694	20	JAG1
105607318	105635161	14	JAG2
9932238	9936033	3	JAGN1
4985033	5128183	9	JAK2
133918175	133998313	10	JAKMIP3
133938820	134021896	11	JAM3
75894419	75940814	14	JDP2
139877061	139879440	7	JHDM1D-AS1
59951161	59972128	14	JKAMP
64926981	65225722	10	JMJD1C
227918126	227923112	1	JMJD4
74708919	74722866	17	JMJD6
731671	734529	16	JMJD8
39081548	39097561	22	JOSD1
73164159	73290243	X	JPX
96123153	96240738	11	JRKL
59246465	59249785	1	JUN
12902310	12904124	19	JUNB
18390563	18392432	19	JUND
39910856	39943183	HG185_PATCH	JUP
39775692	39943183	17	JUP
24357131	24358512	6	KAAG1
8496915	8700227	X	KAL1
11274943	11308467	19	KANK2
8387468	8408146	19	KANK3
62702651	62785085	1	KANK4
44107282	44302733	17	KANSL1
210886147	211036107	2	KANSL1L
97258907	97308524	2	KANSL3
75661622	75682541	16	KARS
5001	24964	LRG_366	LRG_366
40269360	40277610	HG185_PATCH	KAT2A
