Gene Start (bp)	Gene End (bp)	Chromosome Name	HGNC symbol
81489699	81762161	3	GBE1
102245532	102382899	10	GBF1
89052319	89065360	1	GBP1
89407679	89426243	1	GBP1P1
89364058	89386461	1	GBP6
162318840	162371595	2	GCA
127580618	127593611	7	GCC1
12891026	12914207	19	GCDH
54842008	54902852	14	GCH1
40764020	40767710	15	GCHFR
76419850	76507416	9	GCNT1
10492223	10629368	6	GCNT2
57591908	57714745	15	GCOM1
112120841	112133305	3	GCSAM
247507058	247577690	1	GCSAML
117863485	117929630	1	GDAP2
19501689	19522145	16	GDE1
47300386	47313547	10	GDF10
154436913	154443467	X	GDI1
5765223	5842132	10	GDI2
30104810	30113856	16	GDPD3
90233808	90245811	15	GDPGP1
744414	753999	17	GEMIN4
45079195	45091524	19	GEMIN7
14008279	14029893	X	GEMIN8
876552	896436	7	GET4
74721204	74767371	5	GFM2
180300690	180353387	5	GFPT2
37608475	37633564	22	GGA1
75236599	75262363	17	GGA3
30496621	30504844	7	GGCT
63015079	63039171	8	GGH
36544888	36589848	17	GGNBP2
235327350	235344532	1	GGPS1
22644475	22647903	22	GGTLC2
84139440	84153555	10	GHITM
18039292	18068404	17	GID4
62938119	62948475	20	GID8
100679507	100689448	7	GIGYF1
232697299	232860575	2	GIGYF2
150716557	150724284	7	GIMAP1
150567277	150573955	7	GIMAP4
150722253	150750033	7	GIMAP5
150625375	150632648	7	GIMAP6
150514830	150521073	7	GIMAP7
150450630	150479392	7	GIMAP8
149566294	149591748	6	GINM1
58295080	58406144	16	GINS3
41529206	41545046	8	GINS4
14477760	14496149	19	GIPC1
77979542	78138449	1	GIPC2
29573469	29594054	17	GIT1
109929792	109996389	12	GIT2
121435692	121449727	6	GJA1
44798448	44830816	17	GJC1
228149852	228159826	1	GJC2
99923269	99929620	7	GJC3
83739421	83829516	9	GKAP1
101397803	101407925	X	GLA
7968794	8094272	7	GLCCI1
69160584	69272217	15	GLCE
128504700	128542288	9	GLE1
143267433	143276931	8	GLI4
92246402	92298987	1	GLMN
156290089	156295689	1	GLMP
757097	783390	17	GLOD4
130136399	130184521	10	GLRX3
52694485	52706083	3	GLT8D1
103988984	104064183	12	GLT8D2
42746958	42868560	6	GLTSCR1L
47745522	47757058	19	GLTSCR2
87050486	87094866	10	GLUD1
121047588	121050080	X	GLUD2
182381704	182392206	1	GLUL
52287089	52293476	3	GLYCTK
63587602	63627041	20	GMEB2
54474484	54489196	14	GMFB
24232422	24239242	14	GMPR2
155870536	155944026	3	GMPS
3094410	3124004	19	GNA11
50226292	50259355	3	GNAI2
109548611	109618321	1	GNAI3
11688956	11885685	18	GNAL
1785285	1891117	1	GNB1
100673531	100679174	7	GNB2
6839954	6847393	12	GNB3
52115105	52191369	15	GNB5
111661335	111670246	9	GNG10
93921699	93928610	7	GNG11
51826195	51979342	14	GNG2
235547687	235650754	1	GNG4
84498325	84506565	1	GNG5
37566816	37595935	1	GNL2
52681156	52694492	3	GNL3
231241207	231277973	1	GNPAT
25419260	25424654	8	GNRH1
145919013	145925341	1	GNRHR2
64713445	64759447	12	GNS
124878357	124948492	9	GOLGA1
128255829	128275995	9	GOLGA2
132768909	132828858	12	GOLGA3
37243177	37366751	3	GOLGA4
92794231	92839963	14	GOLGA5
23128268	23136822	15	GOLGA6L1
82339998	82349475	15	GOLGA6L10
82430018	82439153	15	GOLGA6L9
41490396	41510980	8	GOLGA7
34379068	34437466	15	GOLGA8A
34525207	34588503	15	GOLGA8B
20562375	20575696	15	GOLGA8CP
23157366	23170711	15	GOLGA8EP
28519611	28533014	15	GOLGA8G
22607540	22617854	15	GOLGA8IP
32124704	32174350	5	GOLPH3
21501781	21518408	12	GOLT1B
155749662	155859400	1	GON4L
117560269	117602542	6	GOPC
39096659	39108363	3	GORASP1
170928464	170967129	2	GORASP2
30477362	30527592	17	GOSR1
46923117	46967019	17	GOSR2
58707131	58734357	16	GOT2
144082590	144086216	8	GPAA1
44989529	45037669	13	GPALPP1
31661229	31666283	6	GPANK1
37084451	37099244	2	GPATCH11
26890488	26900466	1	GPATCH3
156594487	156601496	1	GPATCH4
44395284	44503430	17	GPATCH8
57173948	57264679	5	GPBP1
156435290	156613735	2	GPD2
66507407	67181803	14	GPHN
34359480	34402156	19	GPI
143213193	143217170	8	GPIHBP1
49113389	49123801	X	GPKOW
175632934	176002664	4	GPM6A
27628247	27651508	2	GPN1
26876133	26890297	1	GPN2
110452484	110469268	12	GPN3
206175316	206218047	2	GPR1
130053426	130140169	9	GPR107
26755200	26760785	13	GPR12
64270062	64289500	11	GPR137
236142505	236221865	1	GPR137B
9725346	9786297	X	GPR143
174431571	174487094	2	GPR155
170037929	170085403	3	GPR160
127645864	127652639	2	GPR17
94601903	94634645	13	GPR180
56994446	56998441	12	GPR182
99294530	99307405	13	GPR183
71754050	71756496	3	GPR27
27392644	27395814	1	GPR3
41688973	41697277	X	GPR34
132416574	132646559	2	GPR39
45589764	45602208	19	GPR4
88005124	88014811	14	GPR65
145607990	145670648	1	GPR89A
147928393	147993521	1	GPR89B
102651366	102659083	X	GPRASP1
12890782	12917937	12	GPRC5A
19856691	19886167	16	GPRC5B
12940775	12952147	12	GPRC5D
82050691	82057470	17	GPS1
7311324	7315564	17	GPS2
108875350	108934545	1	GPSM2
144502973	144507174	8	GPT
49357176	49358600	3	GPX1
55160118	55167071	5	GPX8
34994784	35026471	19	GRAMD1A
113828182	113947174	3	GRAMD1C
72159807	72197785	15	GRAMD2
19020673	19047637	17	GRAP
19127469	19159176	17	GRAPL
52006940	52015889	12	GRASP
50590063	50793462	7	GRB10
75318076	75405709	17	GRB2
39737927	39747291	17	GRB7
9951693	10002277	2	GRHL1
101492432	101669726	8	GRHL2
37422666	37436990	9	GRHPR
36795527	37034129	1	GRIK3
137138390	137168762	9	GRIN1
143990058	143993415	8	GRINA
66347431	66804186	12	GRIP1
48973720	49002264	X	GRIPAP1
119207589	119459742	10	GRK5
177403204	177442901	5	GRK6
44345086	44353102	17	GRN
7058906	7068197	4	GRPEL1
149345430	149354583	5	GRPEL2
70815782	70839945	4	GRSF1
113324164	113364148	13	GRTP1
39904595	39919854	17	GSDMB
42230186	42242625	19	GSK3A
119821323	120094417	3	GSK3B
11868128	11916082	16	GSPT1
51743431	51746232	X	GSPT2
30678061	30727926	8	GSR
34928430	34955817	20	GSS
52977948	52995378	6	GSTA4
105708778	105847728	4	GSTCD
109668022	109709551	1	GSTM2
109656081	109674836	1	GSTM4
104235356	104267459	10	GSTO1
104268873	104304945	10	GSTO2
67583595	67586660	11	GSTP1
81175452	81221377	14	GTF2A1
59638062	59657541	15	GTF2A2
88852932	88891944	1	GTF2B
120742637	120783069	3	GTF2E1
30578318	30658251	8	GTF2E2
6379569	6393981	19	GTF2F1
45120515	45284909	13	GTF2F2
18322295	18367044	11	GTF2H1
71032670	71067689	5	GTF2H2
69560208	69594723	5	GTF2H2C
123633739	123662606	12	GTF2H3
30908184	30914106	6	GTF2H4
158168352	158199344	6	GTF2H5
74657667	74760692	7	GTF2I
75185385	75237696	7	GTF2IP1
74453790	74602604	7	GTF2IRD1
66809993	66844826	7	GTF2IRD1P1
74796144	74851551	7	GTF2IRD2
75092573	75149817	7	GTF2IRD2B
27424544	27435823	13	GTF3A
27459555	27549913	16	GTF3C1
27325849	27357034	2	GTF3C2
196763032	196799725	2	GTF3C3
132670035	132694955	9	GTF3C4
133030675	133058503	9	GTF3C5
110958560	110967890	6	GTF3C6
38705723	38738299	22	GTPBP1
43605316	43629162	6	GTPBP2
988019	1019936	10	GTPBP4
304529	318819	X	GTPBP6
24540423	24555935	22	GUCD1
155666711	155732349	4	GUCY1A3
155758992	155807591	4	GUCY1B3
14612632	14696585	12	GUCY2C
228139962	228148984	1	GUK1
188291669	188595931	2	GULP1
23638487	23717356	22	GUSBP11
45921621	45929096	11	GYLTL1B
126655933	126696675	2	GYPC
48968125	48993310	19	GYS1
23362182	23373063	20	GZF1
55102648	55110252	5	GZMA
24606480	24609699	14	GZMH
1995163	2001470	11	H19
44826791	44848083	7	H2AFV
99948086	99950388	4	H2AFZ
75776434	75785893	17	H3F3B
31791185	31792241	12	H3F3C
96450201	96491336	9	HABP4
65530418	65578352	15	HACD3
104728093	104859919	6	HACE1
15560704	15601852	3	HACL1
107989714	108035175	4	HADH
26190635	26244726	2	HADHA
26243170	26290468	2	HADHB
1795620	1827194	16	HAGH
726936	735525	16	HAGHL
88877288	88895626	15	HAPLN3
46602861	46617909	11	HARBI1
140673173	140692024	5	HARS
140691426	140699291	5	HARS2
69105564	69118719	16	HAS3
46104332	46128333	18	HAUS1
42548810	42569994	15	HAUS2
2227464	2242164	4	HAUS3
19053143	19103119	9	HAUS6
153447666	153495516	X	HAUS7
17049729	17075625	19	HAUS8
176680	177522	16	HBA1
172847	173710	16	HBA2
140332843	140346631	5	HBEGF
107168961	107202529	7	HBP1
134960378	135103056	6	HBS1L
122701293	122703343	12	HCAR2
122714756	122716892	12	HCAR3
153947553	153971807	X	HCFC1
3022620	3024286	16	HCFC1R1
104064457	104106524	12	HCFC2
121631399	121660927	3	HCLS1
155277583	155289848	1	HCN3
31400702	31477506	6	HCP5
13479724	13506424	3	HDAC11
113933028	114011308	6	HDAC2
141620876	141636870	5	HDAC3
239048168	239401654	2	HDAC4
47782722	47833132	12	HDAC7
50241947	50266026	15	HDC
125219962	125302078	6	HDDC2
156742107	156766925	1	HDGF
47107403	47150520	18	HDHD2
113373419	113376999	9	HDHD3
241227264	241317061	2	HDLBP
84317874	84502479	X	HDX
50065941	50106387	16	HEATR3
73478484	73558947	14	HEATR4
31291791	31420582	14	HEATR5A
60043194	60078931	17	HEATR6
12974864	13000273	12	HEBP1
31100112	31207804	14	HECTD1
45002540	45011329	1	HECTD3
112160188	112382439	12	HECTD4
83407343	83455856	4	HELQ
67070438	67245989	17	HELZ
63558086	63574239	20	HELZ2
124919244	124920677	11	HEPN1
28111040	28322152	15	HERC2
67921899	68075348	10	HERC4
35632659	35695571	7	HERPUD2
72340919	72376476	15	HEXA
82418318	82442645	17	HEXDC
45148502	45152101	17	HEXIM1
125747664	125761269	6	HEY2
144137769	144140843	8	HGH1
81683326	81703138	17	HGS
43140455	43202855	8	HGSNAT
92689951	92695646	10	HHEX
99645110	99680569	14	HHIPL1
132061486	132111159	8	HHLA1
27525442	27662995	7	HIBADH
2054154	2063241	17	HIC1
21417404	21451463	22	HIC2
74950743	74973166	17	HID1
100529072	100559998	10	HIF1AN
46297046	46343433	19	HIF3A
176388747	176389771	5	HIGD2A
128455849	128458418	7	HILPDA
119121587	119136044	11	HINFP
131159027	131171735	5	HINT1
35812960	35815354	9	HINT2
122834453	122862960	12	HIP1R
113929192	113977869	1	HIPK1
139561570	139777778	7	HIPK2
19330698	19447450	22	HIRA
29992321	29996436	16	HIRIP3
26055787	26056428	6	HIST1H1C
26124145	26139116	6	HIST1H2AC
26198851	26199243	6	HIST1H2AD
26216975	26217483	6	HIST1H2AE
27814354	27814740	6	HIST1H2AJ
26172059	26184655	6	HIST1H2BE
26215159	26216692	6	HIST1H2BG
27125897	27132750	6	HIST1H2BJ
27146418	27146798	6	HIST1H2BK
27837760	27865798	6	HIST1H2BN
26196840	26197250	6	HIST1H3D
27810064	27811300	6	HIST1H3H
26277609	26285638	6	HIST1H4H
27824108	27824480	6	HIST1H4J
27831216	27831527	6	HIST1H4K
149842188	149842736	1	HIST2H2AA3
149886975	149887364	1	HIST2H2AC
149842204	149886652	1	HIST2H2BE
149782689	149812373	1	HIST2H2BF
149839538	149841193	1	HIST2H3C
149832659	149839767	1	HIST2H4A
228456979	228457873	1	HIST3H2A
228458107	228460470	1	HIST3H2BB
12008762	12164999	6	HIVEP1
142751467	142945201	6	HIVEP2
41506365	42035925	1	HIVEP3
69269984	69401882	10	HK1
74833981	74893359	2	HK2
37312837	37369365	19	HKR1
32948613	32969094	6	HLA-DMA
32934629	32941070	6	HLA-DMB
33004178	33009612	6	HLA-DOA
33064569	33080775	6	HLA-DPA1
33075926	33087201	6	HLA-DPB1
32628179	32647062	6	HLA-DQA1
32741342	32747215	6	HLA-DQA2
32659467	32668383	6	HLA-DQB1
32756098	32763534	6	HLA-DQB2
32439842	32445046	6	HLA-DRA
32552990	32589848	6	HLA-DRB1
32517343	32530287	6	HLA-DRB5
32552713	32560022	6	HLA-DRB6
29826967	29831125	6	HLA-G
30259584	30293014	6	HLA-L
36750888	36990236	21	HLCS
55265012	55325065	17	HLF
220879400	220885059	1	HLX
28890394	29064764	8	HMBOX1
119084866	119093549	11	HMBS
129278828	129306186	3	HMCES
185734551	186190949	1	HMCN1
77420412	77485607	15	HMG20A
3572777	3579088	19	HMG20B
34236873	34246231	6	HMGA1
30456704	30617597	13	HMGB1
173331695	173335125	4	HMGB2
150980509	150990775	X	HMGB3
23801885	23838620	1	HMGCL
55434369	55579214	6	HMGCLL1
75336329	75362104	5	HMGCR
43289395	43313512	5	HMGCS1
39342315	39349647	21	HMGN1
163460203	163491945	5	HMMR
4474690	4510347	16	HMOX2
75135248	75168281	17	HN1
1678256	1702280	16	HN1L
137745651	137754376	5	HNRNPA0
54280193	54287088	12	HNRNPA1
52640786	52643796	13	HNRNPA1L2
26189927	26201529	7	HNRNPA2B1
178204507	178211180	5	HNRNPAB
82352498	82374503	4	HNRNPD
82422564	82430408	4	HNRNPDL
43385617	43409166	10	HNRNPF
179614178	179634784	5	HNRNPH1
101408295	101414133	X	HNRNPH2
8444767	8489114	19	HNRNPM
23303771	23344336	1	HNRNPR
41262496	41307598	19	HNRNPUL1
62712630	62727349	11	HNRNPUL2
82836946	82986153	15	HOMER2
23272422	23299447	14	HOMEZ
59814786	59876378	1	HOOK1
42896932	43030539	8	HOOK3
27170591	27180261	7	HOXA10
27100354	27102811	7	HOXA2
27106184	27152581	7	HOXA3
27128507	27130799	7	HOXA4
27141052	27143668	7	HOXA5
27145396	27150603	7	HOXA6
27153716	27157936	7	HOXA7
27162435	27175180	7	HOXA9
48540894	48544989	17	HOXB2
48548870	48604912	17	HOXB3
48575513	48580111	17	HOXB4
48591257	48593961	17	HOXB5
48595751	48604992	17	HOXB6
48607227	48633572	17	HOXB7
48611377	48614939	17	HOXB8
48621159	48626356	17	HOXB9
53985065	53990279	12	HOXC10
53973126	53977643	12	HOXC11
53938765	53946544	12	HOXC13
54016931	54056030	12	HOXC4
54032853	54035358	12	HOXC5
53990624	54030823	12	HOXC6
53994895	54003337	12	HOXC9
176108790	176119942	2	HOXD10
176136612	176173102	2	HOXD3
176151222	176153226	2	HOXD4
176122720	176124937	2	HOXD9
10302889	10427617	2	HPCAL1
35040506	35066571	19	HPN
134460153	134520513	X	HPRT1
26443423	26483837	22	HPS4
18278668	18322198	11	HPS5
102065390	102068038	10	HPS6
98457077	99235862	10	HPSE2
532242	537287	11	HRAS
49151198	49155424	19	HRC
11137093	11263557	3	HRH1
98102344	98117241	8	HRSP12
86914648	87109998	1	HS2ST1
11393150	11429765	4	HS3ST1
13495689	13601927	17	HS3ST3A1
14301083	14349404	17	HS3ST3B1
79964561	79970822	18	HSBP1L1
28742031	28757515	22	HSCB
162790702	162812817	1	HSD17B7
38356380	38378505	10	HSD17B7P2
30985207	30989152	16	HSD3B7
84122146	84145192	16	HSDL1
112379937	112472410	9	HSDL2
144291591	144314722	8	HSF1
116671192	116742574	10	HSPA12A
3732667	3753111	20	HSPA12B
14838164	14871741	10	HSPA14
31815464	31817946	6	HSPA1A
31827735	31830255	6	HSPA1B
31809619	31815065	6	HSPA1L
123057489	123063230	11	HSPA8
138554882	138575444	5	HSPA9
53916574	53945929	1	HSPB11
55262231	55280381	19	HSPBP1
197486581	197516737	2	HSPD1
197499994	197503457	2	HSPE1
21822245	21937297	1	HSPG2
31134974	31162388	13	HSPH1
136497079	136512346	X	HTATSF1
13000420	13004830	12	HTR7P1
74529377	74533348	2	HTRA2
8269765	8307111	4	HTRA3
47695730	47979581	7	HUS1
655939	656963	6	HUS1B
50317790	50322906	3	HYAL2
125883614	125900648	11	HYLS1
119044189	119057202	11	HYOU1
43796142	43803043	15	HYPK
9473658	9496543	2	IAH1
220094102	220148041	1	IARS2
8113184	8262687	7	ICA1
64002594	64020634	17	ICAM2
10333776	10339823	19	ICAM3
10289981	10296778	19	ICAM5
5420664	5490234	5	ICE1
53001279	53061802	6	ICK
6221193	6235972	1	ICMT
75012670	75021261	17	ICT1
31605283	31606515	20	ID1
23557918	23559794	1	ID3
92451684	92574076	10	IDE
208236227	208266074	2	IDH1
78131498	78171949	15	IDH3A
2658395	2664219	20	IDH3B
1039908	1049170	10	IDI1
13150415	13154908	19	IER2
30743199	30744554	6	IER3
47152998	47176374	18	IER3IP1
181088712	181092899	1	IER5
129175552	129178262	9	IER5L
18904281	18956686	1	IFFO2
158999968	159055155	1	IFI16
94104836	94116698	14	IFI27
18173162	18178117	19	IFI30
43006725	43014456	17	IFI35
78649796	78664078	1	IFI44
27666061	27672218	1	IFI6
89301955	89309276	10	IFIT2
89327894	89340971	10	IFIT3
313506	315272	11	IFITM1
319669	327537	11	IFITM3
33324477	33359862	21	IFNAR1
137197484	137219449	6	IFNGR1
50287732	50292918	3	IFRD2
129440036	129520507	3	IFT122
28328325	28335489	17	IFT20
101313367	101321823	7	IFT22
75902136	76084585	14	IFT43
118544528	118572970	11	IFT46
26947039	27062930	9	IFT74
110124335	110218797	12	IFT81
20567069	20691437	13	IFT88
102395867	102480645	12	IGF1
98648971	98964530	15	IGF1R
2129112	2141238	11	IGF2
2140501	2148666	11	IGF2-AS
185643739	185825056	3	IGF2BP2
159969099	160113507	6	IGF2R
53097436	53102345	12	IGFBP6
35738801	35742453	19	IGFLR1
68903842	68940602	11	IGHMBP2
140125935	140129392	5	IGIP
18704305	18726230	11	IGSF22
160091340	160098943	1	IGSF8
159927039	159945604	1	IGSF9
133908564	133956985	11	IGSF9B
140647058	140662479	5	IK
42271302	42332653	8	IKBKB
206470476	206496889	1	IKBKE
212999691	213152427	2	IKZF2
56007659	56038435	12	IKZF4
122990806	123008817	10	IKZF5
117986348	118001483	11	IL10RA
33266358	33297234	21	IL10RB
67307364	67396900	1	IL12RB2
20702127	20723098	13	IL17D
53846580	53865800	3	IL17RB
9917074	9933630	3	IL17RC
9902612	9916402	3	IL17RE
71998541	72005715	11	IL18BP
112829751	112836903	2	IL1B
102311502	102352037	2	IL1RL1
206897443	206904139	1	IL24
6010689	6062325	10	IL2RA
71107404	71112108	X	IL2RG
27313668	27364778	16	IL4R
153661788	153671048	1	ILF2
10654261	10692417	19	ILF3
6603708	6610874	11	ILK
238170401	238203729	2	ILKAP
31432401	31509645	11	IMMP1L
86143932	86195770	2	IMMT
75639085	75648706	15	IMP3
24426616	24453535	18	IMPACT
56957933	56993844	8	IMPAD1
49024325	49029408	3	IMPDH2
62123973	62153163	11	INCENP
15785716	15787589	X	INE2
110712736	110723339	13	ING1
183504994	183511096	4	ING2
6650280	6663148	12	ING4
241702035	241729478	2	ING5
219569162	219575713	2	INHA
120346143	120351808	2	INHBB
30697985	30757602	7	INMT
40978880	41116354	15	INO80
74455023	74457960	2	INO80B
35452230	35497991	18	INO80C
205993721	206086303	2	INO80D
132537820	132783480	10	INPP5A
136428619	136439822	9	INPP5E
119726097	119829278	10	INPP5F
1494571	1516888	17	INPP5K
72223701	72239105	11	INPPL1
2132538	2161209	11	INS-IGF2
155297776	155310235	7	INSIG1
1470277	1504367	7	INTS1
19817140	19852083	8	INTS10
105682627	105895986	4	INTS12
61865367	61928016	17	INTS2
77878720	77994678	11	INTS4
62646848	62653302	11	INTS5
51354077	51454264	13	INTS6
28767661	28890242	8	INTS9
49724294	49786542	3	IP6K1
48688003	48740353	3	IP6K2
58191517	58267934	10	IPMK
62403972	62628582	5	IPO11
43946939	43968022	1	IPO13
24180219	24188964	14	IPO4
97953658	98024297	13	IPO5
9384622	9448126	11	IPO7
201829141	201884294	1	IPO9
45694324	45750650	1	IPP
92613184	92670265	9	IPPK
2558972	2614734	7	IQCE
19716456	19858467	16	IQCK
76403249	76708132	5	IQGAP2
156525405	156572604	1	IQGAP3
66765	178460	12	IQSEC3
66188879	66254622	12	IRAK3
78437431	78501456	15	IREB2
391739	411447	6	IRF4
128937612	128950035	7	IRF5
209785623	209806175	1	IRF6
612553	615999	11	IRF7
24161053	24166565	14	IRF9
3596054	3601403	5	IRX1
2745845	2751662	5	IRX2
54283304	54286763	16	IRX3
1877413	1887236	5	IRX4
54930862	54934485	16	IRX5
86264546	86282538	9	ISCA1
74493720	74497106	14	ISCA2
108562582	108569384	12	ISCU
1001138	1014541	1	ISG15
156721891	156728799	1	ISG20L2
74173671	74176872	15	ISLR
13221771	13300651	20	ISM1
55452985	55462343	19	ISOC2
71845996	71931199	16	IST1
129127415	129161293	3	ISY1
34363235	34511393	20	ITCH
47154387	47464149	16	ITFG1
2812622	2859791	12	ITFG2
52787896	52959210	5	ITGA1
50055968	50090481	17	ITGA3
181457202	181536187	2	ITGA4
30472658	30523185	16	ITGAL
31355134	31382997	16	ITGAX
32900319	33005792	10	ITGB1
9403475	9423547	2	ITGB1BP1
75721328	75757818	17	ITGB4
124761948	124901418	3	ITGB5
160099666	160271888	2	ITGB6
101452593	101720856	13	ITGBL1
92936914	93116320	14	ITPK1
226631690	226739323	1	ITPKB
40717103	40740860	19	ITPKC
33620365	33696574	6	ITPR3
104309698	104338404	10	ITPRIP
33642400	33899861	21	ITSN1
24202864	24360714	2	ITSN2
127436207	127526886	2	IWS1
2096429	2099593	19	IZUMO4
128809623	128875224	4	JADE1
10637684	10674107	20	JAG1
105140981	105168824	14	JAG2
9890554	9894349	3	JAGN1
4985033	5128183	9	JAK2
132104671	132184809	10	JAKMIP3
134068925	134152001	11	JAM3
75427716	75474111	14	JDP2
140177261	140179640	7	JHDM1D-AS1
59484443	59505410	14	JKAMP
63167221	63521850	10	JMJD1C
227730425	227735411	1	JMJD4
76712832	76726799	17	JMJD6
681671	684528	16	JMJD8
38685543	38701556	22	JOSD1
73944324	74070408	X	JPX
96389989	96507574	11	JRKL
58780788	58784327	1	JUN
12791496	12793315	19	JUNB
18279760	18281622	19	JUND
41754604	41786931	17	JUP
24356903	24358284	6	KAAG1
11164267	11197791	19	KANK2
8322584	8343262	19	KANK3
62236979	62319414	1	KANK4
46029916	46225374	17	KANSL1
210021423	210171383	2	KANSL1L
96593170	96642787	2	KANSL3
75627474	75648643	16	KARS
42113108	42121358	17	KAT2A
65711996	65719604	11	KAT5
41929479	42051990	8	KAT6A
49788555	49835030	17	KAT7
31115754	31131393	16	KAT8
149594873	149648972	6	KATNA1
34140674	34210096	15	KATNBL1
14598704	15118043	1	KAZN
1973878	2006936	8	KBTBD11
32868172	32894131	7	KBTBD2
106051098	106077765	11	KBTBD3
47572197	47579015	11	KBTBD4
41127569	41132746	13	KBTBD6
41189833	41194566	13	KBTBD7
5991466	6101193	1	KCNAB2
72537391	72938349	8	KCNB2
110211343	110283100	1	KCNC4
223051814	223198399	2	KCNE4
170353487	170736632	5	KCNIP1
128891356	128921035	11	KCNJ5
90061765	90185857	14	KCNK13
170374671	170389677	5	KCNMB1
43766533	43781257	19	KCNN4
2608328	2699994	11	KCNQ1OT1
50015254	50020922	13	KCNRG
26454910	26657401	18	KCTD1
109448656	109477544	12	KCTD10
75032575	75065889	17	KCTD2
36442767	36491143	6	KCTD20
78171249	78188822	11	KCTD21
58492114	58502360	3	KCTD6
25427847	25458476	8	KCTD9
102784281	102799007	13	KDELC1
48382570	48391553	19	KDELR1
6445953	6484242	7	KDELR2
26949562	26960406	1	KDF1
18155329	18223853	6	KDM1B
67119269	67258087	11	KDM2A
121429097	121581015	12	KDM2B
6757641	7175648	9	KDM4C
280129	389454	12	KDM5A
202724491	202809470	1	KDM5B
53191321	53225422	X	KDM5C
44873177	45112602	X	KDM6A
7839904	7854796	17	KDM6B
140084746	140177035	7	KDM7A
63327726	63367510	18	KDSR
10486120	10503741	19	KEAP1
32013829	32060850	1	KHDRBS1
24429286	24441834	14	KHNYN
6413348	6424794	19	KHSRP
28614440	28645454	17	KIAA0100
125024260	125091840	8	KIAA0196
46342000	46438190	13	KIAA0226L
35433490	35557950	1	KIAA0319L
35121846	35277614	14	KIAA0391
27550133	27780369	16	KIAA0556
58427385	58551289	14	KIAA0586
6578148	6640927	17	KIAA0753
153466346	153636711	4	KIAA0922
45190338	45240769	22	KIAA0930
105107324	105169134	12	KIAA1033
92167052	92184723	1	KIAA1107
44737661	44761662	3	KIAA1143
141656728	141702153	7	KIAA1147
34366670	34376853	9	KIAA1161
98793846	98936259	2	KIAA1211L
128909866	129002690	3	KIAA1257
109113679	109206781	1	KIAA1324
