Start	End	Chromosome	Symbol
30590916	30591185	HSCHR6_MHC_QBL	PTMAP1
92540090	92540968	1	SETSIP
38248129	38248557	1	RP11-109P14.2
6707122	6707600	11	RP11-732A19.1
153177801	153177879	6	AL133269.1
78197166	78198533	10	RP11-369F10.2
140152840	140179369	7	MKRN1
34323476	34329084	17	CCL15
153219182	153220415	6	TUBB4BP7
41368759	41370040	8	KRT18P37
71656517	71658805	5	CTC-365E16.1
141000443	141016437	5	HDAC3
107198932	107199471	14	IGHV3-72
78318108	78320752	10	RP11-325D15.2
107197071	107328572	11	CWF19L2
65616331	65647016	8	RP11-1D12.1
238090131	238090905	1	RP11-193H5.2
30605953	30606046	HSCHR6_MHC_QBL	AL845353.1
38265392	38266551	1	RP11-109P14.9
172381789	172386395	5	CTC-308K20.1
70847862	70864567	10	SRGN
20107081	20109132	Y	USP9YP32
6734767	6767670	11	GVINP1
110664738	110664836	X	RNU6-496P
180913178	180945618	1	RP11-46A10.5
30654118	30654847	HSCHR6_MHC_QBL	RPL7P4
78595135	78595260	10	SNORA31
144833168	144835867	1	RP4-791M13.3
89628967	89633617	11	RP11-81M19.1
110677655	110678252	X	HMGB1P12
38306658	38307348	1	RP11-109P14.8
153280494	153280740	6	RP1-101K10.4
91625047	91628401	5	RP11-348J24.1
78596326	78596619	10	ATP5G1P8
9255326	9257013	2	RP11-734K21.3
74445141	74471567	15	RP11-665J16.1
71663446	71664222	5	RP11-389C8.3
65713793	65730130	8	RP11-1D12.2
30660380	30670495	HSCHR6_MHC_QBL	MDC1-AS1
153304885	153310358	6	RP1-101K10.6
144858174	144865800	1	RP4-791M13.4
238111317	238112443	1	RP11-193H5.5
41391674	41435887	8	RP11-360L9.4
120968043	120971272	10	GRK5-IT1
38326369	38327252	1	RP11-109P14.10
121354548	121355039	12	RPL12P33
92580360	92581353	1	GAPDHP46
180918835	180924023	1	RP11-46A10.4
30693620	30693730	HSCHR6_MHC_QBL	Y_RNA
109335937	109402267	2	RANBP2
71677621	71678220	5	RP11-389C8.1
153373597	153373679	6	AL080276.1
74495046	74513896	15	RP11-60L3.1
120972369	120972656	10	RN7SL749P
144874945	144878163	1	RP4-791M13.5
38349909	38349989	1	SNORA63
30708329	30708576	HSCHR6_MHC_QBL	Metazoa_SRP
153480355	153480480	6	RNA5SP224
23850763	23851279	7	TPT1P7
71713316	71714162	5	YBX1P5
238112514	238113034	1	MTND6P15
121094006	121095694	10	RP11-79M19.2
89641708	89642215	11	MTND1P35
38350695	38350789	1	RNU6-584P
20134179	20135788	Y	CDY8P
153603422	153603868	6	RP11-475C16.1
20880807	20886569	8	RP11-421P23.2
139693675	139704494	9	RP11-216L13.19
6769362	6771555	11	GVINP2
9283295	9286235	2	RP11-734K21.4
38457134	38457241	1	RNU6-510P
71735730	71738214	5	RP11-389C8.2
91741653	91741744	5	AC120120.1
144877330	144877395	1	AL138796.1
30724117	30749533	HSCHR6_MHC_QBL	HCG20
180933647	180935045	1	RP11-46A10.6
121137484	121137555	10	MIR4681
48008518	48008604	2	RNU6-688P
18580165	18581391	3	RAD23BP1
144944672	144944750	1	RNU2-38P
65885723	65886083	8	RP11-89A16.1
130692814	130876523	4	RP11-422J15.1
38512986	38584697	1	RP5-884C9.2
29302036	29493913	12	FAR2
121321613	121322042	10	RP11-179H18.8
110754890	110765627	X	LINC00890
56631591	56652175	12	ANKRD52
145018395	145018959	1	RP11-326G21.1
18996435	18996541	3	RNU6-138P
48024965	48025230	2	RPL36AP15
24665314	24666102	22	AP000354.2
238113036	238114836	1	MTND5P18
6864895	6865897	11	RP11-560B16.5
30319193	30319327	6	HLA-N
121380580	121381392	10	RAD1P1
19356340	19356423	3	MIR4791
120187477	120196096	2	TMEM37
153625730	153630117	6	RP11-475C16.2
92590858	92592019	1	PRKAR1AP
23931323	23936954	7	AC009508.1
145044651	145044900	1	RN7SKP88
7244164	7252094	11	RP11-324J3.1
89657232	89666218	11	TRIM49D2P
92654794	92656264	1	RP4-621B10.8
30327055	30327688	6	HCG19P
121397968	121398594	10	RP11-179H18.5
66067642	66068013	8	RPL31P41
121406416	121418768	12	HNF1A-AS1
145088039	145088567	1	RP4-725K1.1
19981761	19984802	3	HSPA8P18
153665248	153665350	6	AL358134.1
153275951	153285431	X	IRAK1
9411421	9411757	2	RP11-385J23.1
66289827	66290346	8	RP11-678D18.1
27640293	27746033	13	USP12
91745963	91996570	5	RP11-133F8.2
38546244	38546583	1	RP5-884C9.3
74595346	74596684	15	RP11-60L3.2
30330889	30332057	6	UBQLN1P1
145096220	145116922	1	SEC22B
23934647	23934753	7	snoU13
153740156	153740225	6	AL358134.2
7255997	7256068	11	MIR302E
238271036	238271867	1	YWHAQP9
92668705	92669548	1	RP4-775D17.1
24172324	24172456	7	RNA5SP228
30755939	30787964	HSCHR6_MHC_QBL	LINC00243
153741573	153741707	6	RNA5SP225
21013642	21013744	8	AC021613.1
9693386	9754337	X	GPR143
26980008	27053183	Y	DAZ4
238431794	238431895	1	RP11-136B18.1
24236281	24295338	7	AC004485.3
38554903	38555001	1	MIR3659
139094657	139114456	6	CCDC28A
153986842	153987525	6	RP11-331O9.1
180939973	180940383	1	RP11-46A10.8
66439243	66475015	8	CTD-3025N20.2
74643109	74656961	15	CTD-2311M21.2
21155717	21166960	8	RP11-24P4.1
20230369	20230696	Y	TCEB1P12
30382492	30387096	6	MICC
30303165	30304918	HSCHR6_MHC_DBB	RPP21
121442639	121443335	10	TXNP1
238439337	238450316	1	RP11-136B18.2
24301228	24301333	7	snoU13
38674706	38680439	1	RP11-214L19.1
30796824	30805462	HSCHR6_MHC_QBL	XXbac-BPG27H4.8
181060245	181062035	1	RP11-309G3.3
217731055	217732536	2	AC007557.2
113251143	113348425	3	SIDT1
24576951	24577057	7	RNU6-1103P
51182522	51182603	5	RNA5SP182
153987601	153987801	6	RP11-331O9.2
238488987	238489088	1	RNU6-725P
41768401	41813503	19	HNRNPUL1
7448497	7533746	11	CTD-2516F10.2
121527759	121528052	10	RN7SL846P
181143620	181151344	1	RP11-540K16.1
20242567	20258088	Y	OFD1P2Y
92694138	92694992	1	ACTBP12
51226642	51227870	5	KATNBL1P4
24628734	24629026	7	SUMO2P14
238643684	238649323	1	LINC01139
121574741	121576154	10	PHACTR2P1
91990555	92014848	5	CTC-529L17.1
9645574	9652541	2	RP11-400L8.2
145139025	145139569	1	NUDT4P1
22875163	22875403	12	RPS27P22
153987762	153988453	6	RP11-331O9.3
130781577	130781655	4	RNY5P4
139694818	139723918	9	RP11-216L13.18
38862331	38862437	1	RNU6-753P
72223352	72225551	X	PABPC1L2B
121718025	121718104	10	MIR4682
130748029	130808704	2	FAR2P1
45040251	45040599	19	AC138472.6
24713928	24714231	7	CTA-298G8.2
38940868	38942156	1	RP11-329N22.1
130824165	130825318	4	EEF1GP8
30821625	30821927	HSCHR6_MHC_QBL	7SK
121756598	121757221	10	NACAP2
217732735	217733879	2	AC007557.3
22895516	22896025	12	RP11-449P1.1
238648745	238701605	1	RP11-177F15.1
48110594	48111048	2	AC079807.3
110859125	110859401	X	RN7SL661P
24940431	24940524	7	AC004016.1
181159607	181160285	1	RP11-540K16.2
30824355	30833288	HSCHR6_MHC_QBL	DDR1-AS1
146402346	146479231	4	SMAD1
92011663	92023961	5	CTC-529L17.2
21351539	21351627	8	AC009695.1
74657776	74659391	15	CTD-2311M21.3
153988453	153989241	6	RP11-331O9.4
121829492	121829671	10	RP11-781P14.3
238654658	238655944	1	KRT18P32
24945754	24946213	7	AC004016.2
69098109	69098186	3	MIR3136
217735164	217738655	2	AC007563.1
30848250	30848339	HSCHR6_MHC_QBL	MIR4640
23252302	23344521	12	RP11-153K16.1
110862036	110862322	X	RP11-111F16.2
45041045	45124119	19	CEACAM22P
120197419	120282070	2	SCTR
89677203	89682570	11	RP11-529A4.4
131297384	131307526	4	RP11-521E5.1
24825178	24891042	22	ADORA2A-AS1
181205524	181207740	1	RP11-380B22.1
69520603	69521683	3	RBM43P1
39174603	39176562	1	RP11-334L9.1
30864238	30864501	HSCHR6_MHC_QBL	Metazoa_SRP
131415828	131416440	4	PGBD4P4
21407509	21407595	8	AC022716.1
121883644	121883738	10	AL353664.1
217860629	217861213	2	RP11-574O16.1
66504085	66504707	8	CTD-3025N20.3
238940349	238942500	1	MIPEPP2
30889970	30890061	HSCHR6_MHC_QBL	Y_RNA
110862905	110864717	X	EIF4BP7
153989312	153989497	6	RP11-331O9.5
218041221	218041305	2	AC010887.1
131424512	131425499	4	GAPDHP56
122114177	122114718	10	RP11-572P18.1
66504966	66505055	8	Y_RNA
92694813	92694896	1	AL451010.1
121438289	121439071	12	RP11-216P16.2
145149740	145149840	1	RNU6-1071P
69584815	69585844	3	RP11-62G11.1
30903331	30912213	HSCHR6_MHC_QBL	HCG21
218116279	218116598	2	RN7SKP43
121440225	121454305	12	C12orf43
92867948	92868242	1	RN7SL824P
66626569	66627013	8	RP11-707M3.3
181740702	181740780	1	RNA5SP70
9672371	9672474	2	snoU13
145200338	145200891	1	RP11-458D21.6
30434229	30435771	6	TMPOP1
239216048	239216203	1	RP11-307O1.1
153989724	153989993	6	RP11-331O9.6
218147462	218200843	2	AC009492.1
21654972	21655271	8	OR6R2P
93046033	93046378	1	RP4-593M8.1
40688190	40696467	17	NAGLU
63601916	63602779	7	RP11-165H4.2
66754987	66755566	8	CTD-2532N20.1
89688314	89690333	11	RP11-529A4.15
181781840	181782396	1	RP11-33M22.2
69613257	69620273	3	RP11-62G11.2
74753606	74773643	15	UBL7-AS1
72297115	72299351	X	PABPC1L2A
92053139	92053220	5	AC026781.1
30955254	30955549	HSCHR6_MHC_QBL	AL773541.1
121517645	121517927	12	RP11-216P16.4
122194495	122199888	10	RP11-572P18.2
218558618	218561486	2	AC010886.2
239411108	239414118	1	RP11-544D21.2
153990014	153991036	6	MTND4P13
67024902	67027440	8	AC084082.3
21889861	21889963	8	snoU13
131802182	131806796	4	RP11-401I19.1
9696028	9696904	2	RP11-214N9.1
69640492	69642272	3	RP11-444P10.1
51578401	51578693	5	RPS17P11
93112605	93113187	1	HMGB3P9
181808608	181808909	1	RN7SKP229
63610063	63610810	7	VN1R37P
143759575	143764295	6	AL031320.1
39325672	39385068	1	RP5-864K19.4
239433025	239439761	1	RP11-544D21.1
110867438	110867954	X	RPL18AP15
218625270	218626014	2	RPL7L1P9
68485375	68506184	5	CENPH
132033903	132034410	4	RP11-488I4.2
30987747	30992544	HSCHR6_MHC_QBL	XXbac-BPG118E17.9
51875389	51876940	5	CTD-2141G3.1
69818640	69818928	3	RN7SL418P
182031812	182038388	1	RP11-538D16.2
139698379	139703300	9	CCDC183-AS1
30436659	30438028	6	SUCLA2P1
69969276	69969361	3	AC099326.1
128751948	129192460	12	TMEM132C
20267200	20269988	Y	TRAPPC2P8
132194397	132194503	4	RNU6-224P
122223346	122223443	10	AC073587.1
145373054	145382434	1	RP11-458D21.1
9755396	9755502	2	Y_RNA
39867354	39902290	6	MOCS1
31014738	31020038	HSCHR6_MHC_QBL	HCG22
21960468	21961890	8	AC091171.1
89693590	89693792	11	RP11-529A4.5
239866684	239893765	1	CHRM3-AS2
63640384	63641270	7	VN1R38P
154002582	154002688	6	RNU6-896P
182055686	182059247	1	RP11-538D16.3
132301168	132462552	4	RP11-314N14.1
93166376	93166491	1	RNU4-59P
51971027	52083860	5	CTD-2288O8.1
9778901	9789568	2	RP11-521D12.1
67104328	67109550	8	LINC00967
70048728	70064469	3	RP11-460N16.1
218664514	218665979	2	AC009469.1
122521324	122610721	10	WDR11-AS1
154259568	154260127	6	HMGB3P19
93197557	93198814	1	RP11-330C7.3
22026851	22029223	8	AC105206.1
92161962	92179711	5	CTC-458G6.4
30453717	30454367	6	RANP1
63642088	63643271	7	RP11-165H4.3
121544846	121544977	12	SNORA70
48132817	48134949	2	AC079807.2
31043216	31043315	HSCHR6_MHC_QBL	U6
121545023	121545293	12	RP11-216P16.6
132461436	132461644	4	RP11-758B24.1
89701672	89708396	11	TRIM64
63667581	63680031	7	RP11-468B6.1
93214732	93214887	1	RP11-330C7.4
7590097	7593277	11	CTD-2516F10.4
154538065	154538623	6	RP11-317B3.2
31082818	31082987	HSCHR6_MHC_QBL	AL773544.1
132641417	132641698	4	RN7SL205P
218843430	218857338	2	AC010136.2
39392542	39392649	1	RNU6-605P
86441089	86441729	6	RP11-33E24.3
182096432	182097800	1	GS1-122H1.1
42120283	42129779	15	JMJD7
66582659	66648402	12	IRAK3
30484043	30486994	6	XXbac-BPG249D20.9
132689295	132689404	4	SNORA70
39416497	39416597	1	Y_RNA
110913057	110913176	X	RNA5SP512
74770411	74782627	15	RP11-10O17.1
93221351	93222513	1	CCNJP2
143295133	143305111	7	FAM115B
31094552	31094771	HSCHR6_MHC_QBL	AL773544.2
12328867	12475855	3	PPARG
45073550	45073810	19	AC138472.4
20278413	20279581	Y	USP9YP15
7726175	7904494	11	RP11-35J10.5
39423947	39424597	1	RP11-781D11.1
110949877	110954329	X	ALG13-AS1
137374888	137375668	5	RP11-325L7.2
132689388	132689733	4	RP11-614F17.1
93302846	93302940	1	SNORD21
218923878	218930452	2	CXCR2P1
139707240	139709988	9	NCLP1
6671219	6674499	5	CTD-2044J15.2
30552109	30552194	6	MIR877
154870651	154871376	6	RP11-486M3.2
63815456	63816577	7	TRIM60P18
240061316	240063172	1	CHRM3-AS1
70174221	70175760	3	RP11-963H1.1
22102475	22102556	8	MIR320A
31100958	31101144	HSCHR6_MHC_QBL	POLR2LP
45135500	45222031	19	CTB-171A8.1
93303575	93303627	1	SNORA66
137405044	137405147	5	RNU6-1148P
52185498	52185786	5	CTD-2207L17.2
30584006	30584082	6	AL662800.1
133737778	133747589	5	CDKN2AIPNL
93306276	93306408	1	SNORA66
70189368	70189639	3	UQCRHP4
86445462	86445639	6	SMIM11P1
154897443	154898213	6	RPS4XP8
137450891	137450993	5	snoU13
7726835	7731064	11	RP11-35J10.4
67331824	67341212	8	RP11-346I3.4
111125125	111147218	X	TRPC5OS
30601409	30601675	6	PTMAP1
219049702	219049805	2	snoU13
52199738	52200308	5	CTD-2207L17.1
93311616	93311739	1	SNORA51
108519453	108519590	2	AC009963.3
74781943	74809300	15	RP11-10O17.3
132694457	132712637	4	RP11-614F17.2
182559169	182559627	2	AC013733.5
154926750	154927088	6	RP11-134L4.2
204372515	204380919	1	PPP1R15B
31133984	31138149	HSCHR6_MHC_QBL	PSORS1C3
24912476	24914354	22	AP000355.2
71869947	71956496	5	CTC-347C20.2
182098445	182283196	1	GS1-122H1.2
30616443	30616536	6	AL662800.2
219065157	219066111	2	HMGB1P9
37626343	37627799	10	TMEM161BP1
93396253	93399655	1	RP11-386I23.1
7749632	7750935	11	OR10AB1P
240078739	240080255	1	RP11-35L17.3
155255323	155257848	X	DDX11L16
182603333	182603442	2	RNU6ATAC19P
30664583	30665312	6	RPL7P4
155027777	155028929	6	RP11-15G8.1
137452262	137452369	5	RNU6-460P
74783300	74783369	15	SNORD77
24994021	24995365	22	AP000356.2
9814152	9848542	2	RP11-521D12.2
39586612	39586715	1	RNU6-608P
182752578	182756390	2	RP11-366L5.1
45229248	45229322	19	snoZ6
48166877	48167357	2	AC079807.1
172381910	172384165	5	CTC-308K20.2
72038138	72038702	16	RP11-498D10.8
240136087	240137545	1	RP11-438O11.1
137458700	137458800	5	RNU6-888P
145382757	145382920	1	RNVU1-6
74905535	74907937	15	CTD-3154N5.1
86461299	86461471	6	RNU4-72P
30670844	30680961	6	MDC1-AS1
45268207	45268357	19	SNORA70
39619836	39619968	1	RNA5SP44
182825939	182827205	2	KRT18P29
61509090	61569304	20	DIDO1
318726	333003	16	ARHGDIG
7767537	7768453	11	OR5P4P
143451721	143451823	7	RNU6-267P
137602685	137603446	5	RP11-166J22.1
86487357	86487473	6	Y_RNA
89711708	89713829	11	RP11-529A4.7
45268405	45268721	19	AC092066.6
39672184	39672629	1	RP11-416A14.1
172402514	172403377	5	CTC-308K20.3
75081013	75081098	15	MIR4513
31157983	31164195	HSCHR6_MHC_QBL	HCG27
67392883	67393721	8	RP11-346I3.2
22112089	22132675	8	CTD-2530N21.4
26395960	26412532	2	GAREML
37637544	37638500	10	VN1R53P
68592305	68624585	2	PLEK
182913549	182913632	2	RNA5SP113
30690882	30691654	6	XXbac-BPG252P9.9
39715510	39723321	1	RP11-420K8.1
86578671	86579182	6	RP11-207F8.1
240175946	240176526	1	RPS7P5
25028882	25046799	22	BCRP3
52228249	52286108	5	CTD-2175A23.1
182953156	182953343	2	AC064837.1
22247378	22248168	8	CTD-2036J7.1
67413440	67413546	8	RNU6-1324P
45385284	45394133	19	CTB-129P6.4
30704081	30704191	6	Y_RNA
93435161	93435267	1	RNU6-970P
143771944	143811147	6	PEX3
6686438	6707824	5	CTD-2044J15.1
39769966	39770570	1	HSPE1P8
75108564	75124136	15	RP11-414J4.2
183179011	183179269	2	RN7SL267P
67565704	67565811	8	Y_RNA
172413683	172414201	5	CTC-308K20.4
7775940	7927502	11	RP11-494M8.4
30710706	30711369	6	XXbac-BPG252P9.10
93440386	93440680	1	RN7SL692P
71982939	72058554	5	CTC-347C20.1
72038936	72040442	16	ATP5A1P3
58433274	58433366	11	AP000445.3
22291904	22292010	8	RNU6-336P
46990163	46999755	19	PNMAL2
183652825	183653162	2	RPL31P15
67679632	67680240	8	PTTG3P
132778498	132779068	4	RPL7AP28
93447794	93447865	1	AC093577.1
240305970	240308689	1	RP11-567G24.1
145475982	145508503	1	RP11-315I20.1
31160394	31162153	HSCHR6_MHC_QBL	XXbac-BPG299F13.14
89714609	89724840	11	TRIM51EP
108520420	108520697	2	AC009963.4
219120042	219122087	2	RP11-378A13.1
183692851	183692948	2	Y_RNA
172447731	172447931	5	SNORA74B
111173963	111174320	X	RP1-269O5.3
58452559	58459341	11	AP000445.1
93475814	93475908	1	RNU6-210P
183738569	183738675	2	RNU6-1122P
93491809	93492099	1	RN7SKP123
172479455	172479558	5	Y_RNA
48168835	48468122	2	AC079807.4
45430061	45434643	19	APOC1P1
108531404	108531742	2	AC009963.5
31220948	31221315	HSCHR6_MHC_QBL	BX322539.1
30718815	30719062	6	RN7SL353P
183887587	183887699	2	Y_RNA
72118756	72121342	16	RP11-384M15.3
93492967	93493063	1	Y_RNA
7794437	7795361	11	OR5P1P
132851186	132897107	4	RP11-745L13.2
172512345	172513213	5	CDC42P5
182151865	182152231	1	GS1-122H1.3
72021246	72021978	5	RPL7P22
9880772	9880912	2	RNU4-73P
183928963	183929074	2	SNORA77
39980628	39982162	1	OXCT2P1
93656297	93656617	1	RP4-612C19.1
219191612	219222689	2	AC021016.8
30734602	30760027	6	HCG20
240317951	240318072	1	Y_RNA
72258464	72259043	16	RP11-328J14.1
182296203	182296309	1	RNU6-152P
9886833	9886998	2	RP11-521D12.4
183935768	183937214	2	KRT8P10
155146310	155146413	6	RNU6-824P
72029660	72030036	5	AC063979.1
28962128	28978418	16	NFATC2IP
139725409	139725475	9	MIR4292
240333455	240334591	1	ADH5P3
122638768	122640179	10	RP11-95I16.4
137614783	137615041	5	RN7SL682P
182297632	182298142	1	RP11-416K24.1
31233164	31236336	HSCHR6_MHC_QBL	USP8P1
155166208	155166754	6	RP3-472M2.2
7805244	7805954	11	RP11-494M8.1
143339348	143534026	7	RP11-61L23.2
37811939	37833629	10	TACC1P1
72312167	72312467	16	RP11-328J14.2
132925965	133045186	4	RP11-789C2.1
72064529	72064638	5	Y_RNA
139781185	139781255	9	MIR4479
52384846	52385298	5	CTD-2366F13.2
183948133	183973247	2	AC064871.3
219193303	219193403	2	snoU13
108537219	108537704	2	AC009963.6
132948330	132949589	4	RP11-1E22.1
72090232	72112392	5	CTD-2631K10.1
93665312	93665496	1	RP4-612C19.2
219218798	219219295	2	AC021016.7
130750175	130750678	2	AC079776.6
67833919	67838633	8	SNHG6
58516472	58528526	11	AP000445.2
46997765	46999755	19	AC011484.1
122685059	122740213	10	RP11-95I16.2
182305136	182305475	1	RP11-416K24.2
62095224	62115939	2	CCT4
22350144	22350557	8	RP11-382J24.2
72410603	72410659	16	RNU6-385P
133288941	133289634	4	ELL2P2
52405672	52410956	5	CTD-2366F13.1
130750462	130751613	2	AC018865.5
219231388	219232558	2	AC021016.6
6766004	6772066	5	RP11-332J15.3
137682716	137685330	5	RP11-256P1.1
133512244	133599658	4	RP11-149A7.2
155174494	155174570	6	MIR1273C
47050313	47104118	19	AC011551.3
184079047	184080128	2	RP11-438L19.1
150497491	150502208	7	TMEM176A
22398358	22402918	8	RP11-582J16.4
122892604	122893237	10	RP11-159H3.1
39987952	40011859	1	RP11-69E11.4
37889724	37890296	10	MTND1P18
75192333	75193030	15	CTD-2235H24.2
240341139	240342944	1	RP11-567G24.3
172571165	172572042	5	CTC-209H22.3
155202416	155202504	6	AL121952.1
137790229	137790421	5	RP11-461O14.3
184125370	184125774	2	LIN28AP1
133513239	133513691	4	RP11-149A7.1
72459384	72698908	16	AC004158.2
30766431	30798436	6	LINC00243
22423510	22424684	8	RP11-582J16.3
139830292	139831613	9	RP11-229P13.2
58563710	58564327	11	TMA16P1
155226215	155226291	6	U8
31237899	31239098	HSCHR6_MHC_QBL	RPL3P2
75268581	75268914	15	RP11-151H2.3
184472170	184472847	2	CACYBPP2
86702739	86702877	6	RNU4-12P
108665656	108669211	2	AC023672.2
130763773	130766696	2	ARHGAP42P2
111502721	111502802	X	AL031176.1
155574273	155577858	6	RP11-477D19.2
9897625	9910470	2	RP11-521D12.5
182376756	182383950	1	LINC00272
86796133	86796852	6	RPL7P27
75275615	75275717	15	Y_RNA
22471421	22474170	8	RP11-582J16.5
31245375	31246826	HSCHR6_MHC_QBL	WASF5P
30807303	30815936	6	XXbac-BPG27H4.8
139831621	139832440	9	RP11-229P13.25
89726704	89732909	11	TRIM53AP
137809433	137810050	5	RPL7P19
58645775	58660933	11	GLYATL1P2
219263466	219263942	2	RP11-378A13.2
184769256	184813839	2	AC093639.1
240504685	240504777	1	Y_RNA
65651212	65656010	11	FIBP
75315321	75315597	15	RP11-151H2.1
48444714	48445038	2	RN7SKP224
240563971	240564423	1	RP11-177F11.1
219267369	219267445	2	MIR26B
48567826	48567965	2	RNU4-49P
108715566	108715948	2	AC023672.1
111563180	111563645	X	DPRXP7
86880165	86880736	6	RP1-263J7.2
31265712	31266446	HSCHR6_MHC_QBL	XXbac-BPG248L24.10
40915774	40929390	1	ZFP69B
48667182	48667736	2	RP11-191L17.1
182403028	182403596	1	RP1-223H12.5
219365452	219365760	2	RN7SKP38
155701645	155702317	6	RP1-257I9.2
22536526	22541522	8	CTD-3247F14.2
240693752	240694162	1	RP11-467I20.2
139869546	139871433	9	RP11-229P13.19
182410712	182411497	1	TEDDM1P1
137881629	137882992	5	AC011385.1
48729061	48729163	2	RNU6-282P
219453937	219454043	2	RNU6-136P
184814060	184814163	2	snoU13
145509752	145516076	1	GNRHR2
6779571	6780111	5	RP11-332J15.4
128580156	128590383	3	RP11-723O4.2
30832027	30832329	6	RN7SKP186
219484524	219484660	2	U3
48859995	48860492	2	TPT1P11
38064299	38073059	10	RP11-258F22.1
95963052	96051825	2	KCNIP3
185243702	185243771	2	MIR548AE1
86923955	86924297	6	NDUFA5P9
108784204	108834297	2	AC019100.3
155976097	155976160	6	RNU7-152P
30834759	30843695	6	DDR1-AS1
31324240	31324786	HSCHR6_MHC_QBL	DHFRP2
31363005	31495607	14	STRN3
134899166	134900630	X	RP13-36C9.4
219497979	219498737	2	RP11-548H3.1
111624620	111625448	X	RP13-266I11.1
10076489	10079719	2	RP11-95D17.1
156267931	156268013	6	MIR1202
172652839	172653426	5	RPL7AP33
185766838	185767289	2	AC010747.2
38080508	38080865	10	RP11-258F22.2
30858660	30858749	6	MIR4640
52502391	52503006	5	RP11-94D20.1
89750779	89757679	11	RP11-313I2.7
240713167	240713678	1	RP11-467I20.4
111904885	111904996	X	Y_RNA
156699884	156699958	6	SNORD28
58684488	58696162	11	RP11-780O24.2
137887850	137888050	5	AC011385.2
182584389	182585764	1	RP11-317P15.4
75406602	75407209	15	RP11-69H7.4
30874655	30874913	6	RN7SL175P
139931492	139932407	9	RP11-229P13.20
219683413	219683867	2	RP11-459I19.1
31328026	31328132	HSCHR6_MHC_QBL	U6
38083204	38085037	10	ZNF33BP1
30900395	30900486	6	Y_RNA
72459847	72463072	16	AC004158.3
156814360	156820905	6	RP11-518I13.1
182610951	182612442	1	RP11-317P15.5
186411862	186412545	2	AC080125.1
87141962	87142387	6	RP11-15J23.1
63894208	63894970	7	YWHAEP1
22547663	22656129	8	RP11-459E5.1
137894659	137894728	5	SNORD63
31335308	31335905	HSCHR6_MHC_QBL	FGFR3P
219706322	219706788	2	AC009974.11
30913756	30922639	6	HCG21
87145570	87145854	6	RN7SL643P
58701116	58826132	11	RP11-142C4.6
137896732	137896799	5	SNORD63
130794531	130795995	2	KLF2P1
72613441	72613536	16	AC092289.1
